#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
1B|61437|32.731098|-100.519699|619.1|217437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61440|32.731701|-100.519798|618.1|217440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61443|32.7323|-100.519997|618.4|217443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61446|32.732899|-100.520203|617.2|217446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61449|32.733501|-100.520302|616.6|217449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61452|32.734001|-100.5205|616.6|217452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61455|32.7346|-100.520699|617.3|217455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61461|32.735802|-100.521004|616.0|217461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61464|32.736401|-100.521202|612.8|217464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61467|32.737|-100.521301|615.7|217467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61473|32.738201|-100.521698|617.0|217473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61476|32.738701|-100.521797|618.5|217476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61479|32.7393|-100.522003|618.7|217479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61482|32.739899|-100.522202|619.5|217482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61485|32.740501|-100.5224|620.1|217485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61488|32.7411|-100.522499|622.3|217488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61491|32.741699|-100.522697|625.2|217491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61494|32.742298|-100.522903|627.3|217494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61497|32.742901|-100.523003|629.2|217497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61500|32.743401|-100.523201|629.4|217500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61503|32.743999|-100.523399|628.7|217503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61509|32.745201|-100.523697|629.8|217509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61512|32.7458|-100.523903|630.6|217512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61515|32.746399|-100.524002|628.7|217515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61518|32.747002|-100.5242|625.7|217518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61521|32.747601|-100.524399|626.0|217521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61524|32.7481|-100.524498|627.0|217524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61527|32.748699|-100.524696|629.2|217527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61530|32.749298|-100.524902|628.5|217530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61533|32.749901|-100.525101|630.4|217533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61536|32.745201|-100.523697|634.7|217536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61539|32.751099|-100.525398|630.5|217539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61545|32.7523|-100.525703|628.3|217545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61548|32.752899|-100.525902|627.9|217548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61551|32.753399|-100.5261|623.5|217551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61554|32.754002|-100.526199|628.0|217554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61557|32.754601|-100.526398|628.3|217557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61560|32.755199|-100.526604|624.9|217560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61563|32.755798|-100.526703|623.6|217563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61566|32.756401|-100.526901|624.2|217566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61569|32.757|-100.5271|623.0|217569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61572|32.7458|-100.523903|623.7|217572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61575|32.758099|-100.527397|622.7|217575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61581|32.7593|-100.527802|620.6|217581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61584|32.759899|-100.527901|622.0|217584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61587|32.760502|-100.528099|623.0|217587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61590|32.761101|-100.528297|620.2|217590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61593|32.7617|-100.528397|620.6|217593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61596|32.762299|-100.528603|622.3|217596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61599|32.762798|-100.528801|619.4|217599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61602|32.763401|-100.5289|620.1|217602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61605|32.764|-100.529099|618.7|217605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61608|32.746399|-100.524002|618.0|217608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61611|32.765202|-100.529404|615.5|217611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61617|32.766399|-100.5298|610.4|217617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61620|32.766998|-100.529999|620.2|217620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61623|32.767502|-100.530098|613.8|217623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61626|32.768101|-100.530296|609.7|217626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61629|32.7687|-100.530502|614.6|217629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61632|32.769299|-100.530602|612.7|217632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61635|32.769901|-100.5308|610.1|217635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61638|32.7705|-100.530998|610.6|217638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61641|32.771099|-100.531097|609.7|217641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|61644|32.771702|-100.531303|608.8|217644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63395|32.723301|-100.515198|624.9|219395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63398|32.7239|-100.515404|623.8|219398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63401|32.724499|-100.515503|622.3|219401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63404|32.725101|-100.515701|621.0|219404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63407|32.7257|-100.5159|621.3|219407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63410|32.7262|-100.515999|620.7|219410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63413|32.726799|-100.516197|623.8|219413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63416|32.727402|-100.516403|619.5|219416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63419|32.728001|-100.516602|620.5|219419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63422|32.7286|-100.516701|633.8|219422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63425|32.729198|-100.516899|613.4|219425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63428|32.729801|-100.517097|621.6|219428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63431|32.7304|-100.517197|622.8|219431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63434|32.7309|-100.517403|619.9|219434|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63437|32.731499|-100.517601|617.5|219437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63440|32.732101|-100.5177|617.9|219440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63443|32.7327|-100.517899|616.1|219443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63446|32.733299|-100.518097|623.1|219446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63449|32.733898|-100.518204|616.8|219449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63452|32.734501|-100.518402|617.6|219452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63455|32.7351|-100.5186|615.4|219455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63458|32.735699|-100.5187|616.6|219458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63461|32.736198|-100.518898|620.6|219461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63464|32.736801|-100.519096|613.5|219464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63467|32.7374|-100.519302|614.3|219467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63470|32.737999|-100.519402|611.0|219470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63473|32.738602|-100.5196|615.2|219473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63476|32.739201|-100.519798|615.1|219476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63479|32.739799|-100.519897|620.0|219479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63482|32.740398|-100.520103|616.4|219482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63485|32.740898|-100.520302|616.6|219485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63488|32.741501|-100.520401|616.9|219488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63491|32.7421|-100.520599|620.8|219491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63494|32.742699|-100.520798|621.8|219494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63497|32.743301|-100.520897|621.5|219497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63500|32.7439|-100.521103|621.8|219500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63503|32.744499|-100.521301|620.4|219503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63506|32.745098|-100.5214|621.9|219506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63509|32.745602|-100.521599|629.2|219509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63512|32.746201|-100.521797|628.7|219512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63515|32.746799|-100.522003|622.4|219515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63518|32.747398|-100.522102|628.0|219518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63521|32.748001|-100.522301|624.9|219521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63524|32.7486|-100.522499|626.9|219524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63527|32.749199|-100.522598|634.6|219527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63530|32.749802|-100.522797|630.0|219530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63533|32.750301|-100.523003|632.3|219533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63536|32.7509|-100.523102|635.1|219536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63539|32.751499|-100.5233|640.6|219539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63542|32.752102|-100.523499|634.8|219542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63545|32.752701|-100.523598|634.3|219545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63548|32.7533|-100.523804|639.1|219548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63551|32.753899|-100.524002|638.1|219551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63554|32.754501|-100.5242|632.2|219554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63557|32.755001|-100.5243|637.3|219557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63560|32.7556|-100.524498|630.3|219560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63563|32.756199|-100.524696|636.1|219563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63566|32.756802|-100.524803|628.9|219566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63569|32.757401|-100.525002|629.6|219569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63572|32.757999|-100.5252|635.0|219572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63575|32.758598|-100.525299|634.9|219575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63578|32.759201|-100.525497|628.4|219578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63581|32.759701|-100.525703|633.5|219581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63584|32.7603|-100.525803|632.8|219584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63587|32.760899|-100.526001|627.3|219587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63590|32.761501|-100.526199|631.0|219590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63593|32.7621|-100.526299|624.4|219593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63596|32.762699|-100.526497|623.6|219596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63599|32.763302|-100.526703|621.5|219599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63602|32.763901|-100.526901|625.2|219602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63605|32.7644|-100.527|619.7|219605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63608|32.764999|-100.527199|617.0|219608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63611|32.765598|-100.527397|618.4|219611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63614|32.766201|-100.527496|619.1|219614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63617|32.7668|-100.527702|620.8|219617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63620|32.767399|-100.527901|625.7|219620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63623|32.768002|-100.528|621.6|219623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63626|32.7686|-100.528198|625.6|219626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63629|32.7691|-100.528397|626.2|219629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63632|32.769699|-100.528503|621.5|219632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63635|32.770302|-100.528702|619.4|219635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63638|32.770901|-100.5289|616.9|219638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63641|32.7715|-100.528999|616.6|219641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|63644|32.772099|-100.529198|613.2|219644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65395|32.723701|-100.5131|631.5|221395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65398|32.7243|-100.513298|622.4|221398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65401|32.724899|-100.513496|625.6|221401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65404|32.725498|-100.513603|626.1|221404|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65407|32.726101|-100.513802|621.7|221407|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65410|32.7267|-100.514|622.1|221410|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65413|32.727299|-100.514099|628.0|221413|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65416|32.727901|-100.514297|619.8|221416|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65419|32.728401|-100.514503|620.1|221419|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65422|32.729|-100.514603|620.2|221422|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65425|32.729599|-100.514801|626.5|221425|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65428|32.730202|-100.514999|625.9|221428|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65431|32.730801|-100.515099|619.5|221431|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65434|32.7314|-100.515297|618.2|221434|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65437|32.731998|-100.515503|616.0|221437|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65440|32.732601|-100.515602|612.0|221440|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65443|32.733101|-100.5158|616.6|221443|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65446|32.7337|-100.515999|622.0|221446|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65449|32.734299|-100.516098|615.6|221449|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65452|32.734901|-100.516403|620.6|221452|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65455|32.7355|-100.516502|614.6|221455|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65458|32.736099|-100.516701|618.7|221458|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65461|32.736698|-100.5168|617.5|221461|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65464|32.737301|-100.516998|610.1|221464|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65467|32.737801|-100.517197|614.2|221467|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65470|32.7384|-100.517303|622.0|221470|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65473|32.738998|-100.517502|614.2|221473|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65476|32.739601|-100.5177|614.1|221476|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65479|32.7402|-100.517799|614.0|221479|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65482|32.740799|-100.517998|614.1|221482|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65485|32.741402|-100.518204|614.5|221485|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65488|32.742001|-100.518402|614.8|221488|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65491|32.7425|-100.518501|615.0|221491|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65494|32.743099|-100.5187|618.4|221494|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65497|32.743698|-100.518898|618.3|221497|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65500|32.744301|-100.518997|618.4|221500|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65503|32.7449|-100.519203|616.6|221503|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65506|32.745499|-100.519402|611.3|221506|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65509|32.746101|-100.519501|617.4|221509|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65512|32.7467|-100.519699|624.8|221512|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65515|32.7472|-100.519897|611.9|221515|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65518|32.747799|-100.519997|624.4|221518|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65521|32.748402|-100.520203|620.6|221521|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65524|32.749001|-100.520401|628.3|221524|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65527|32.749599|-100.5205|628.9|221527|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65530|32.750198|-100.520699|630.6|221530|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65533|32.750801|-100.520897|633.2|221533|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65536|32.7514|-100.521103|640.2|221536|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65539|32.7519|-100.521202|640.5|221539|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65542|32.752499|-100.5214|640.8|221542|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65545|32.753101|-100.521599|634.8|221545|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65548|32.7537|-100.521698|627.7|221548|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65551|32.754299|-100.521896|639.8|221551|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65554|32.754902|-100.522102|641.6|221554|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65557|32.755501|-100.522202|630.7|221557|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65560|32.7561|-100.5224|632.0|221560|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65563|32.756599|-100.522598|637.3|221563|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65566|32.757198|-100.522697|631.4|221566|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65569|32.757801|-100.522903|627.6|221569|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65572|32.7584|-100.523102|628.0|221572|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65575|32.758999|-100.523201|634.3|221575|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65578|32.759602|-100.523399|633.4|221578|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65581|32.760201|-100.523598|627.1|221581|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65584|32.760799|-100.523804|626.2|221584|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65587|32.761299|-100.524002|630.0|221587|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65590|32.761902|-100.524101|623.1|221590|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65593|32.762501|-100.5243|626.2|221593|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65596|32.7631|-100.524399|627.5|221596|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65599|32.763699|-100.524597|627.0|221599|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65602|32.764301|-100.524803|620.3|221602|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65605|32.7649|-100.524902|622.2|221605|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65608|32.765499|-100.525101|622.2|221608|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65611|32.765999|-100.525299|628.2|221611|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65614|32.766602|-100.525398|629.1|221614|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65617|32.7672|-100.525597|623.4|221617|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65620|32.767799|-100.525803|621.0|221620|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65623|32.768398|-100.525902|620.3|221623|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65626|32.769001|-100.5261|624.1|221626|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65629|32.7696|-100.526299|622.9|221629|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65632|32.770199|-100.526497|618.7|221632|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65635|32.770699|-100.526604|624.4|221635|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65638|32.771301|-100.526802|623.3|221638|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65641|32.7719|-100.527|622.3|221641|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|65644|32.772499|-100.5271|620.2|221644|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67359|32.717098|-100.509003|636.5|223359|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67362|32.717701|-100.509201|643.7|223362|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67365|32.7183|-100.5093|645.6|223365|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67368|32.718899|-100.509499|645.6|223368|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67371|32.719501|-100.509697|638.6|223371|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67374|32.7201|-100.509903|641.0|223374|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67377|32.7206|-100.510002|638.9|223377|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67395|32.724201|-100.511002|633.1|223395|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67398|32.7248|-100.5112|628.2|223398|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
1B|67401|32.7253|-100.511398|632.8|223401|2014-01-01T00:00:00.0000|2014-12-12T23:59:59.0000
